imdbId,Review
tt2344678,"The worst the worst film ever, i won;t spend even a single rupees for this pit film. Sajid Khan feels he is the best director of the film industry but he should knows this that he is the worst in all. He doesn't have any writing sense or directing sense. I wonder why great actor like Ajay Devgan is doing such films like this and wasting his talent. It is pitiful that a national award winning actor that does film like Bhagat Singh can do Himmatwala. Already i disliked the original film but how could the makers even think of remaking it on such a heavy budget. I think as this has gone flop the director will now take few years to come back just as his sister's brother. It's funny film for the makers not the film."
tt2344678,"Remembering the day, when I first heard Sajid Khan announcing an official remake of Jeetendra, Sridevi starrer HIMMATWALA released in 1983, I was really shocked since it was not a great film in terms of content despite of being a big hit in those tough years. Now the phrase 'those tough years' has been used here, since the decade of 80s is apparently considered to be the most forgettable, amateurish and indecisive decade of Bollywood in the history of its 100 years of film- making as far as the commercial films are concerned. So making a remake of a film selected from that era was quite strange and weird to accept all of a sudden. Yet considering the successful track record of Sajid Khan, I thought that probably he might have cracked some worth trying comic idea within the same storyline and maybe would come up with something interesting rediscovering the 80s in his own version.But surprisingly it was really unacceptable to find that Sajid does nothing of that sort in his over-hyped film to please the new age viewers and just sticks to the same old melodramatic script full of all clichéd plots not appealing to the present net generation at all. Now here an important question arises, that if one really is willing to see a film chosen from that forgotten era of the 80s, then he can easily opt for the original only, which at least would provide him the feeling of that 'Pleasant Nostalgia' watching the jumping jack, Jeetendra and the owner of thundering thighs, Sridevi along with the incomparable witty Kader Khan performing at their best. And if he can easily get to see the film on the net just for free or on a DVD for only a few rupees then why on earth he would like to see the same outdated acts being performed by the present big stars at a cost of a high priced ticket?In other words, if Sajid simply assumed that the viewers in 2013 will really be amused to see Ajay Devgan deliberately doing all those over the top fights and emotional sequences without any contemporary touches or favourable changes introduced, then he was gravely mistaken in doing so, because the films utterly fails to make any kind of entertaining or emotional connect of that sort with the viewers in its pretty long length of 150 minutes. And the same can also be said for its entire cast too wherein Ajay Devgan looks like a clown performing in that peculiar style of the 80s hero, Tamannajust manages to look beautiful awfully speaking ""I hate Gareebs"" in a childish tone and one truly feels pity seeing an extremely gifted actor Paresh Rawal performing such a silly act wearing a horrible wig. To add further Sajid's own self praised film falls completely flat in its soundtrack department too with the remixed tracks missing the required bubbly spirit and the fresh songs simply falling into the category of below average. However the cinematography does try to give you something to watch and so does the background music desperately trying to pump up the blood at regular intervals.Further replying to the bragging statements given by the director weeks before the release of his film I would like to say that for me neither Ajay's entry had anything exceptional to cheer for nor I could appreciate the stupid spoof played on Alfred Hitchcock's cult classic PSYCHO. So, if Sajid is firm on his statement of paying back the ticket amount to those who didn't feel like clapping on Ajay's entry in the film, then probably he would have to spend a lot paying many like-minded friends disagreeing to his assurances given like myself. In addition I also have another question for the director that if he was really making a film for that common man of the interiors who comes into the theater just for his escapist entertainment, then why were the few subtitles shown in the film written in English and not Hindi?Anyway, coming to the only silver lining in this black cloud, I would like to mention its two action sequences with the TIGER which easily transported me back to those years when we eagerly used to wait for a tiger fight in a film particularly the ones featuring the Garam Dharam. May be the kids would enjoy this more than the mature audiences which might become the only saving grace of the film to sustain in the home video market. Nevertheless, the truth remains that while watching the tiger in this bad remake, I just had the famous slogan in mind in a different form which said, ""Save This Tiger"" instead of ""Save The Tiger"" ironically.Summing up, one really needs guts to see this HIMMATWALA made with some questionable expectations by the makers, religiously following its outdated original of the past lacking the much needed appeal for the current generation."
tt2344678,Usually I don't mind no brainer entertainers at least they bring some smile on your face. I am not going to comment on story because lack of it was expected as I knew I was going to watch Sajid Khan's movie. But this movie didn't even do justice even with its genre. There was only one good joke and that was on save the tiger which was already running TV adverts day in and day out. If Sajid Khan didn't come with a good movie anytime soon then this might be his career's last. I reckon that everyone from film crew who must have seen pre-screen should have stopped the movie. If projects turn out to be so bad then it should be benched.
tt2344678,"When you remake a classic 80's movie , you carry a big responsibility of living up to the audience's expectation. Himmatwala carries of the genre of 80's era but falls flat on the face with horrible direction and over- top-performance.Ravi( Ajay Devgan) returns to his village after 20 years to avenge his father's murder from a cruel and heart-stoned Sher Singh ( Mahesh Manjrekar).Director of somewhat-OK Heyy Baby and pathetic Housefull series, Sajid Khan made of a fun of himself and the movie which will give you nothing but severe headache once you will leave the theater. The running time of 2.30 hrs does seems elongated with a pale script which has more loopholes than the government services. Have not we witnessed such kind of story in India cinema before ? When you have so many talents and creativity this year for trying out something new , you have a film like Himmatwala which is a reflection of bad light in Bollywood. Worst scenes include the spoof on Psycho ( yes you heard it right) - the classic scene where a woman in shower is murdered by a stranger, the fight scene between tiger and Ajay Devgan , the chemistry between Tamanna and Devgan - the list is endless. I feel bad for actors like Ajay Devgan and Paresh Rawal wasting their talents in film like this. Music is irritating . Cinematography is good. Art direction nice depicting the era of 80's very well. Performance by other stars are insignificant. Overall , a bad film at every aspect. Sajid Khan completes the series of disaster right after TEES MAAR KHAN , JOKER and now HIMMATWALA."
tt2344678,"No. This was the original one-word review I submitted, because really that's all I have to say about the sole Bollywood release this week,There are those who will be satiated by the story of the poor man's struggle against corrupt overlords and will revel in the triumphant conclusion, while Sajid Khan will undoubtedly defend his film to the hilt, issuing the caveat that it is but an 'entertainer'.Thankfully, Hindi cinema has moved on in leaps and bounds from this. It's a period we would rather forget. Instead of being nostalgic about the regressive cinema of yore, it's surely time to leave the archaic values and misogyny of the past behind us and look towards a brighter future both for modern Hindi cinema and Indian society.The title is fitting. You have to be a 'himmatwala' to endure this."
tt2344678,"The Film is a remake of the 1983 blockbuster 'Himmatwala' *ing Jeetendra & Sreedevi.Ajay Devgan as Ravi did a great job, except in dance sequences. The punch lines, fights, ferocity in the eyes etc hit the bulls eye. Tamanna looked beautiful but needs to work on her acting skills..Paresh Rawal,was great nd was really entertaining..Zarina Wahab was good, so is Leena Jumani, Ajay's sister! Junior Suman as usual wasted, mahesh manjerakar was a biggest disappointment, he was total misfit , he lacked that cruelness nd even comic sense which was expected.."
tt2344678,"A mustwatch to understand how not to make a film. Amazingly horrible, wastes the actors talents completely"
tt5290620,"I don't know where to start, but this movie turned out as awful as I expected. Firstly, another profession may suit Tushar Kapoor well, but acting is not his cup of tea (expect when he didn't talk at all in Golmaal). Second, poor acting, poor screenplay and no jokes or real comedy. It was all old jokes and so predictable. I was excited to see Mandana Karimi act because of Bigg Boss Season 9 and oh my god, it was disappointing. They dubbed her voice, a voice the viewers watching her are not used to and it just sounds awful. I would've been much happier to hear Mandana Karimi talk in her broken Hindi than that dubbed voice.Finally, if you're here to read the review of this movie to decide whether you're going to watch it or no, just don't. You're going to waste your money, time and may lose some IQ points. Terrible."
tt5290620,"As far as Bollywood films are concerned, 2016 started quite well with Wazir, but this one here is an obvious mishap.There's not much to say about this sex comedy other than it being a mixture of sleazy humor, ridiculous slapstick, embarrassing performances, and ugly design. Sex comedies are fine as far as they make you laugh, but in here utter silliness is all there is.It is disheartening to see good actors like Aftab Shivdasani resorting to mindless boilers like this which may entice crooked people, but is only a disgusting roll of celluloid that is murkier than a toilet seat.BOTTOM LINE: Umesh Ghadge's Kyaa Kool Hain Hum 3 is a must miss. Period.Can be watched with a typical Indian family? NOVulgarity: Infinity"
tt5290620,"You seem to get some of these movies all around world cinema. In Bollywood too, it is these kind of movies which tend to bring down the good work done by other movies. Kya Kool Hain Hum 3 is the 3rd movie in a adult comedy franchise which is now just being produced and made to extend the career of probably the worst actor in todays generation in the Hindi film industry. It is full of what is expected from this film, all sexual innuendos and double meaning dialogues. It provides the cheap humor it sets out to deliver. But it is nothing special or new that we haven't seen a hundred times before. Both the lead actors are obviously looking for a paycheck and deliver another terrible performance. The newcomer actress ""Mandana Karimi"" struggles to deliver expressions in the few scenes where she is required to act. There is no real story or plot or even attempt or effort visible in this movie by the makers. All in all, a movie that is to be avoided to preserve ones brain cells. This is as worse as one could expect from a Tushar Kapoor movie."
tt5290620,"The third installment in Kyaa Kool Hain Hum film series, 'Kyaa Kool Hain Hum 3' fails to entertain. The adult jokes don't leave you in splits & none of the gags leave an impact. 'Kyaa Kool Hain Hum 3' Synopsis: A porn actor uses his fellow adult movie stars in creating a fake traditional family, in order to impress his girlfriend's conservative father.The only silver-lining of this wasted opportunity, is Aftab Shivdasani. He appears to be having fun & delivers a perfectly over-the-top, crazy performance. The same can't be said about Tushar Kapoor & Krishna Abhishek, as they both don't infuse laughter in the goings-on. Even Kyaa Kool Veteran Riteish Deshmukh in a cameo, doesn't work!I genuinely enjoyed the 2 previous installments prior to this one, because they made me laugh, at least in parts. But this one, just doesn't! So Not Kool."
tt5290620,"What was that, Really. I wasted my 2 hours for this boring and disrespecting disgusting film. The people like Tushar Kapoor are not doing well that's why they are trying hard to get a good image, but like this, damn. No kid should watch this movie because of bad language. And for people like us wanting movies like Bahubali, PK, Airlift, Bajirao Mastani and more.Please its my request to the directors of whole Bollywood cinema, Please stop making movies like this one.And my review about this movie is that you can make a comedy movie like Hungama, Hulchul, Hera Pheri, Dhol, Dulhe Raja, Bol Bachchan, Teen Thai Bhai and more. Then why movies like this."
tt5290620,"kya fool hain hum ? this is what every viewer should be asking from the makers of this disgraceful, highly regressive, z class film which sadly became a hit in India. It is so pathetic that it makes you wonder if this is the kind of stuff required to make people laugh in the future ? Bad films should not be reviewed or analyzed but this one is a classic case where from acting to script to direction to almost every Dept. sunk to the limits. the only thing that this film has is jokes centering around that one body part of male and female, and the respect it showed towards it is amazing. It is not just lack of brains but also a lack of sensibility and morality by everybody involved in the making of such mindless effort. The film evokes sheer disgust."
tt5290620,"1) Editing:- This is what made the film appear uninteresting to me. The third installment in the ""Kya kool hain hum"" franchise was supposed to be a comedy film and Comedy is a genre all about timing, which unfortunately for this film was ruined by abrupt censorship. Those abrupt cuts make the action and reaction look poor and thus take away the main elements of humor from this film. The dining table scene for example where you see Darshan Jariwala's change of expressions and later you see a dog. The two shots don't connect. You know a lot crucial has been censored out and instead of bursting out into laughter, you are trying to figure out what exactly could have happened! 2) Plot and twists of the story were Average. Though there were frequent jokes and situations that would make you giggle, one can watch the film for such decorative frills in the film.3)Most enjoyable performance:- Krushna's confident performance as always was a delight to watch! 4) Loop holes:-There were two things that had no significance either story or climax wise yet it was repeated several times. a) Tushar Kapoor goes cross-eyed upon seeing the red color. b)Jariwala's character's inability to sit! I give this a rating of 2 because it didn't impress me a lot with the comic factor, The reason behind which I have mentioned in the point 1. I end this review with a question that one must think about:- q) Why should a film which is anyways receiving an 'adult' certificate be chopped off its shots that bridge a scene?"
tt5290620,"When you don't have anything except some over the note, A rated jokes which can make your typical gang laugh then this type of movie get conceived. I was not expecting story but yes was expecting to understand the happening alias I couldn't. Screenplay has two main things, first, how to spoof on Bollywood big movies by stuffing A rated and double meaning words and actions. Second lift up some plot of hit movies and mix it up with cackling thinking. I can't laugh on all spoofs except the spoof on Kick, that was crisp but rest are lengthy. I am done with the typical Adult names of characters. There is very fine line between seduction and repulsion. According to me, they have taken repulsion as seduction. First half is very slow and only focus was, how to take actors Thailand and shoot spoofs. Second half rounds around Golmaal and Bol Bachchan plots then some other movie plot. When they get tired about doing all this they introduced one male lead as female. It was irritating. It was meant to make you laugh but I got heavy. That sand swamp scene in climax is unbearable. Nothing in the name of performance and music."
tt5290620,"this movie is a shame on the name of comedy.. Due to these types of films, movies standard going down nd down every day. even RGV's AAG is better than this. NO story, no better dialogs, poor editing and worst acting by both the actors.. because previous two movies were little bit better so director thought to make most out of this fame and they are making anything. Literally i wasted my 2 hours. i was like what the hell is going on ?? the only time i was laughing was how come they can make such a disastrous movie... Even within this series, the first Kyaa Kool Hain Hum (2005) was fun because there was a freshness to it. The follow-up film, Kyaa Super Kool Hain Hum, was boring, offensive and icky. Kyaa Kool Hain Hum 3 is not even trying. Maybe it's our fault that, as an audience, we made its predecessors hits. As with politicians and the media, so it is with cinema - I guess we get the films we deserve. What next? Kya Super Stupid Hain Hum?"
tt5290620,"Well,many people are criticising this film because their age is 65+ and they can't digest movies like this. Bollywood always lacked Sex-Comedy genre and its a good sign that Bollywood film makers are now making movies like this.It depend on your choice that you like family movies or movies like this,so criticising this movie due to its genre is an awful,non- sense act. ""Kya Kool Hain Hum 3"" is a brilliant movie and its entertaining enough to keep you engaged. Despite of many problems,this movie manages to make you laugh.There are good comedy scenes,interesting plot and everything that you can expect from a sex-comedy. This movie is much better than other Bollywood comedies like ""Kis Kisko Pyar Krun"", ""Welcome Back"" etc... You guys need to learn that sex- comedies are not meant to be logically exceptional,they're made to amuse you.And we can see that thing in Hollywood sex-comedies like American pie etc.. Its my sincere request to everyone that don't bash this movie because its a sex-comedy and it will ruin our culture. Its a newly introduced genre in Bollywood and we should welcome it !"
tt5290620,"I thoroughly enjoyed this flick and was still impressively entertained by Tusshar. Tusshar is arguably the most funniest male actor in bollywood. Despite negative IMDb reviews on 'kyaa kool hain hum 3', i wasn't expecting too much.. I really like watching Tusshar movies. Despite movie's lower ratings, I and my wife watched it just 'coz we wanted to see tusshar madness. Its a easy going story and most of all its badly explored & the storyline is not very interesting but worth watching. A fairly predictable ending but didn't bother my interest in wanting to keep finding out what happens. Give it a chance, you just might be glad you did. OK.....go for it and enjoy."
tt5290620,"Don't know what I was thinking before watching KKHH-3,may be i had some expectations for it to be as entertaining as ""Grand Masti""was not expecting a nail-biting script or Oscar worthy acting but had hope for a decent flick but it was all drowned to the abyss in the first 20 minutes and after that it became dull,boring and painful to watch,I was trying so hard to laugh but I couldn't, It even wasted a talented actor like ""Krushna Abhishek"",Ekta Kapoor has tortured us with her SAAS-BAHU Crying games for 15 years and now she is doing it with movies,if she wants her brother ""Tushar Kapoor"" to stay in limelight then make some good if not great movies because cinema like this will only defame his reputation"
tt5290620,"Ekta Kapoor has profited on exploiting negative aspects of social Indian norm with all her serials. This movie is a pure testament of her ability to profit from the growing trend for the Indian crowd. Like Salman Khan she found a niche market for sexually frustrated crowd to capitalize and bank. This movie is complete and utter nonsense which focuses on grabbing audience with hormonal fluctuation and frustration. I only watched the trailer and 20 minutes of the movie and walked out noticing the complete lack of cinematic obligation to provide a relatable plot and obscene dialogue. To anyone dedicated to watching quality cinema don't watch this, because it feeds the snake that bites your hand off. I hope for the future of Indian cinema to be more like the directives of SS. Rajamouli and Aamir Khan who focus on realism and encourage people to look at the originality and enticing cinematic provess of Indian History and story telling."
tt5290620,This review may not sound good... But this film doesn't deserve this too....... Plot is zero... Acting is zero... Songs are zero... Film is a big zero.. I think the writer doesn't had enough time to write a meaningful script so he mixed Golmal and Bol Bachchan and prepared a piece of crap... From the beginning to the end there was nothing entertaining... Had a high expectations but proved nothing.. I think this movie could only last for few weeks and may in future remembered as one of the worst adult comedy film......I am not being too harsh but better think before watching this... I am disappointed for wasting my precious time....
tt5290620,"Post the unexpectedly huge success of GRAND MASTI, it seems the makers are ready and willing to cross more bolder limits to earn some quick weekend returns, finding the courage to promote the latest part of KYAA KOOL HAIN HUM series as India's first ever 'Porn-Com' or Porn Comedy in its promotional campaign.However their 'visionary' plans are sure not going to work big time, since the film neither has anything enjoyable in terms of sex or comedy with everything simply falling flat without any likable mass appeal. Interestingly it all begins well with a bang, projecting that there's lot more coming next in the subsequent hours providing the expected content. But strangely the film never takes any major leap in the later reels and remains entirely dependent upon all badly written double meaning dialogues, suggestive moanings, cheap dragging-in of reputed names such as Karjatya (mocking The Badjatyas) and unengaging sequences presenting the same old plot of presenting a group of friends as members of one 'Sanskari family' in front of a visiting relative.As a matter of fact, the word 'porn' is used in the tagline, since one of its lead actor Krishna is into making porn films in Bangkok as spoofs of the hit Hindi films like LICK instead of KICK, KHOLEY instead of SHOLAY and more bringing in the only few entertaining moments in the entire film. Apart from that KKHH3 doesn't have anything in either the screenplay, gags, dialogues or individual (erotic) performances wherein the director and his writer even use a rat, dog, horse and a macaw too (a long-tailed colourful parrot) in desperation to bring in the desired humour, which actually turns the film into a silly mess post intermission.In the performances, continuing his mastery achieved in such silly portrayals Tushar Kapoor irritates instead of entertaining, whereas Aftab Shivdasani remains okay as his close friend. Krishna as their common buddy once again becomes a victim of a bad script that fails to exploit his known talent on the bigger screen. Plus in the female cast there are girls willing to shed off their clothes as per the requirement, who just wished to be the heroine of a Hindi film, even if it is a 'porn-com' not in any way concerned about their acting talents. So we have Gizela Thakral and Claudia Ciesla trying to titillate the viewers through their repetitive 'suggestive moanings' and 'dropping pallus', along with the beautiful Mandana who also gets simply used as a leading glamour doll and nothing else. In addition the film also features Shakti Kapoor, Meghna Naidu, Darshan Zariwala and few forgettable cameos too that fail to lift up the proceedings in many manner.In the musical section, a catchy song among all mediocre ones is unable to make any impact due to the otherwise silly story progression. And the same can be said about the background score, editing and cinematography too trying hard to deliver individually. Actually being the major culprit behind this poor dud, director Umesh Ghadge tried to make a project assuming that the Hindi film viewers are ready to accept anything and everything in the name of sex, without caring about any enjoyable content in terms of funny sequences, witty dialogues or comic performances.In short, it's a film that has been blindly made to encash the controversial genre in a quick span of time with all available actors, shot in probably one schedule (with the location/bunglow also looking the same as last seen in Akshay's ITS ENTERTAINMENT). Hence you can watch it at your own risk if you must or in case you have become a big fan of Mandana post the latest season of Big Boss and wish to watch her on the bigger screen in much lesser clothes."
tt5290620,"I tried seeing this movie and could not even tolerate the first hour. I saw only till the interval. And believe me it can be called the worst movie of the decade. The story can be seen in movies of the 80's. Like the script writer wrote the whole script in a single weekend. The acting makes you think ""What were these actors paid? Like 10k Rs?"". No one knows how to act. Literally NO ONE. The jokes are same as the WhatsApp jokes you read everyday. Music is Okay. And please don't even ask about the editing. Even i could have done it better than them. (Maybe due to censorship). In all movie is just a waste of time and money."
tt5290620,"If you want to waste your money, even then please do not go to watch the crap. Give the money to poor in spite of this crap. 1 star is very overestimation, but it's the minimum so, i have to give 1. Watch 2 show of Airlift, you will never disappoint. But if you will see this, even god can not help you after 40 minutes. With some cheap songs and scenes, Ekta Kapoor thought to grab the audience. But I know everyone will understand about this crap within 20 minutes.Please spend the money in some other place where you can enjoy. You will regret your decision if you will watch. Please don't watch it. This film contains nothing, story, plot, comedy except skin show and annoying jokes. I think those are not joke. Prefer AIRLIFT."
tt5290620,"New movie Reviews and lots more Hot news .... LIKE THIS PAGE : English Hindi TAMIL TELUGU Facebook : Movie Review by Yunus Irshad https://www.facebook.com/YunusIrshadsMovieReviewKyaa Kool Hain Hum 3 (A) Hindi -------- my Rating: ★★ India's WORST PORN- COMSTRENGTHS:- * Krishna and Gezzal were amazing..... * Scenes were coming back to back.....WEAKNESSES:- * Worst storyline... * Not much adult content. * Worst dialogues....FINAL VERDICT:- * Overall... it is a worst adult movie, porn movie is very good when compared to this flick. This movie is a disaster to Kya kool hain hum franchise thats why Ritesh didn't sign this film as a lead. Mandana Karimi looks beautiful but worst in acting. I strongly recommend you all to not to take riskA porn actor uses his fellow adult movie stars in creating a fake traditional family, in order to impress his girlfriend's conservative father.Director: Umesh Ghadge Writers: Mushtaq Sheikh (story), Milap Zaveri (dialogue) Stars: Tusshar Kapoor, Aftab Shivdasani, Mandana Karimi | See full cast and crew »"
